"Date_Time","Date","Time","min_dec","Day_Type","festivo","FasciaAEEG","Total_Power","DIMAT","Refrigeration_unit2","Data_centre","Bar_Ambrogio","Canteen","Rectory","Print_shop","Allocated","Not_allocated","Week_Day","Month","Month_Day","Year","Year_Day","Hour","Minute"
2018-05-10 16:30:00,"2018-05-10","16:30:00",16.5,4,"N","F1",499.6,5.6,76.4,40,16.8,56,13.6,10.8,219.2,280.4,"Gio","Mag",10,"2018",10,16,30
2018-05-10 16:45:00,"2018-05-10","16:45:00",16.75,4,"N","F1",472,6,76.4,39.2,16.4,33.2,14,9.6,194.8,277.2,"Gio","Mag",10,"2018",10,16,45
2018-05-10 17:00:00,"2018-05-10","17:00:00",17,4,"N","F1",449.2,5.6,75.2,38.8,14,24.4,13.2,9.2,180.4,268.8,"Gio","Mag",10,"2018",10,17,0
2018-05-10 17:15:00,"2018-05-10","17:15:00",17.25,4,"N","F1",460.4,5.2,77.6,39.2,14.4,27.2,13.6,11.2,188.4,272,"Gio","Mag",10,"2018",10,17,15
2018-05-10 17:30:00,"2018-05-10","17:30:00",17.5,4,"N","F1",446,5.2,77.2,39.6,11.6,20.4,14,10,178,268,"Gio","Mag",10,"2018",10,17,30
2018-05-10 17:45:00,"2018-05-10","17:45:00",17.75,4,"N","F1",432,5.2,74.8,38.4,15.6,17.6,13.6,9.2,174.4,257.6,"Gio","Mag",10,"2018",10,17,45
2018-05-10 18:00:00,"2018-05-10","18:00:00",18,4,"N","F1",432.8,4.8,76,39.6,13.6,18,14.4,10.8,177.2,255.6,"Gio","Mag",10,"2018",10,18,0
2018-05-10 18:15:00,"2018-05-10","18:15:00",18.25,4,"N","F1",423.2,4.8,76.4,37.2,9.6,20.4,13.6,9.6,171.6,251.6,"Gio","Mag",10,"2018",10,18,15
2018-05-10 18:30:00,"2018-05-10","18:30:00",18.5,4,"N","F1",406.8,4.8,74,40.4,8,20.4,12,8,167.6,239.2,"Gio","Mag",10,"2018",10,18,30
2018-05-10 18:45:00,"2018-05-10","18:45:00",18.75,4,"N","F1",396,4.8,74.4,37.2,6.8,18,12.8,2.4,156.4,239.6,"Gio","Mag",10,"2018",10,18,45
2018-05-10 19:00:00,"2018-05-10","19:00:00",19,4,"N","F23",396.8,4.8,73.2,41.2,7.6,18.4,12,2.4,159.6,237.2,"Gio","Mag",10,"2018",10,19,0
2018-05-10 19:15:00,"2018-05-10","19:15:00",19.25,4,"N","F23",336.4,4.8,58,38.4,6.8,21.2,10.8,1.2,141.2,195.2,"Gio","Mag",10,"2018",10,19,15
2018-05-10 19:30:00,"2018-05-10","19:30:00",19.5,4,"N","F23",277.2,5.2,35.2,38,6.8,19.2,11.2,0.4,116,161.2,"Gio","Mag",10,"2018",10,19,30
2018-05-10 19:45:00,"2018-05-10","19:45:00",19.75,4,"N","F23",287.2,4.8,49.2,40.4,6.8,23.2,11.2,0.4,136,151.2,"Gio","Mag",10,"2018",10,19,45
2018-05-10 20:00:00,"2018-05-10","20:00:00",20,4,"N","F23",243.6,4.8,27.6,38.4,7.2,22.8,10,0.4,111.2,132.4,"Gio","Mag",10,"2018",10,20,0
2018-05-10 20:15:00,"2018-05-10","20:15:00",20.25,4,"N","F23",196.4,4.8,16.4,36.8,7.2,18.4,9.6,0.4,93.6,102.8,"Gio","Mag",10,"2018",10,20,15
2018-05-10 20:30:00,"2018-05-10","20:30:00",20.5,4,"N","F23",178.8,4.8,16.8,39.2,6.4,18,9.6,0.4,95.2,83.6,"Gio","Mag",10,"2018",10,20,30
2018-05-10 20:45:00,"2018-05-10","20:45:00",20.75,4,"N","F23",179.6,4.4,16.4,38.4,6,17.6,10,0.4,93.2,86.4,"Gio","Mag",10,"2018",10,20,45
2018-05-10 21:00:00,"2018-05-10","21:00:00",21,4,"N","F23",193.2,4.4,16.4,39.2,7.2,20,12.4,0.8,100.4,92.8,"Gio","Mag",10,"2018",10,21,0
2018-05-10 21:15:00,"2018-05-10","21:15:00",21.25,4,"N","F23",178.8,4,9.2,36.4,6.4,19.2,11.2,0.4,86.8,92,"Gio","Mag",10,"2018",10,21,15
2018-05-10 21:30:00,"2018-05-10","21:30:00",21.5,4,"N","F23",164,3.6,2.4,38.8,6.4,18,11.2,0.4,80.8,83.2,"Gio","Mag",10,"2018",10,21,30
2018-05-10 21:45:00,"2018-05-10","21:45:00",21.75,4,"N","F23",164,4,2.4,41.2,6.4,16.8,10.4,0.4,81.6,82.4,"Gio","Mag",10,"2018",10,21,45
2018-05-10 22:00:00,"2018-05-10","22:00:00",22,4,"N","F23",156.8,4,2.4,38.4,6,16,10,0.4,77.2,79.6,"Gio","Mag",10,"2018",10,22,0
2018-05-10 22:15:00,"2018-05-10","22:15:00",22.25,4,"N","F23",158,4,2.4,38.8,7.2,18,9.6,0.4,80.4,77.6,"Gio","Mag",10,"2018",10,22,15
2018-05-10 22:30:00,"2018-05-10","22:30:00",22.5,4,"N","F23",157.2,4,2.8,37.6,5.6,20.4,10,0.4,80.8,76.4,"Gio","Mag",10,"2018",10,22,30
2018-05-10 22:45:00,"2018-05-10","22:45:00",22.75,4,"N","F23",150,3.6,2.4,37.6,6.4,16.4,10,0.4,76.8,73.2,"Gio","Mag",10,"2018",10,22,45
2018-05-10 23:00:00,"2018-05-10","23:00:00",23,4,"N","F23",158,3.6,2.4,40.4,6.8,17.6,10,0.8,81.6,76.4,"Gio","Mag",10,"2018",10,23,0
2018-05-10 23:15:00,"2018-05-10","23:15:00",23.25,4,"N","F23",147.2,4,2.4,40,5.2,17.2,10,0.4,79.2,68,"Gio","Mag",10,"2018",10,23,15
2018-05-10 23:30:00,"2018-05-10","23:30:00",23.5,4,"N","F23",145.6,4,2.4,38.8,6.4,18,8.8,0.4,78.8,66.8,"Gio","Mag",10,"2018",10,23,30
2018-05-10 23:45:00,"2018-05-10","23:45:00",23.75,4,"N","F23",148,4,2.4,38.8,6.4,21.2,8.8,0.4,82,66,"Gio","Mag",10,"2018",10,23,45
2018-05-11 00:00:00,"2018-05-11","00:00:00",0,5,"N","F23",142.8,4,2.4,36.8,6.8,18,8.8,0.4,77.2,65.6,"Ven","Mag",11,"2018",11,0,0
2018-05-11 00:15:00,"2018-05-11","00:15:00",0.25,5,"N","F23",137.6,3.6,2.4,37.2,6.4,15.2,8.8,0.4,74,63.6,"Ven","Mag",11,"2018",11,0,15
2018-05-11 00:30:00,"2018-05-11","00:30:00",0.5,5,"N","F23",139.6,4,2.4,38.4,6,17.6,8.8,0.4,77.6,62,"Ven","Mag",11,"2018",11,0,30
2018-05-11 00:45:00,"2018-05-11","00:45:00",0.75,5,"N","F23",141.2,4,2.4,38.4,6.4,19.2,9.2,0.4,80,61.2,"Ven","Mag",11,"2018",11,0,45
2018-05-11 01:00:00,"2018-05-11","01:00:00",1,5,"N","F23",134.8,3.6,2.4,37.6,5.6,17.6,8.8,0.4,76,58.8,"Ven","Mag",11,"2018",11,1,0
2018-05-11 01:15:00,"2018-05-11","01:15:00",1.25,5,"N","F23",132,4,2.4,36.4,6.4,17.2,8.8,0.4,75.6,56.4,"Ven","Mag",11,"2018",11,1,15
2018-05-11 01:30:00,"2018-05-11","01:30:00",1.5,5,"N","F23",135.2,4,2.4,38.8,6.4,16.8,9.6,0.4,78.4,56.8,"Ven","Mag",11,"2018",11,1,30
2018-05-11 01:45:00,"2018-05-11","01:45:00",1.75,5,"N","F23",128,3.6,2.4,38,5.2,16,8.8,0.4,74.4,53.6,"Ven","Mag",11,"2018",11,1,45
2018-05-11 02:00:00,"2018-05-11","02:00:00",2,5,"N","F23",131.2,3.6,2.4,36.8,6.4,16.4,8.8,0.4,74.8,56.4,"Ven","Mag",11,"2018",11,2,0
2018-05-11 02:15:00,"2018-05-11","02:15:00",2.25,5,"N","F23",134.8,4,2.4,38.4,5.6,18.4,8.8,0.4,78,56.8,"Ven","Mag",11,"2018",11,2,15
2018-05-11 02:30:00,"2018-05-11","02:30:00",2.5,5,"N","F23",132.4,3.6,2.4,36,6.8,17.2,8.8,0.4,75.2,57.2,"Ven","Mag",11,"2018",11,2,30
2018-05-11 02:45:00,"2018-05-11","02:45:00",2.75,5,"N","F23",134,4,2.4,36.8,6.4,16.4,8.8,0.4,75.2,58.8,"Ven","Mag",11,"2018",11,2,45
2018-05-11 03:00:00,"2018-05-11","03:00:00",3,5,"N","F23",130.4,4,2.4,38.4,5.6,16.8,8.8,0.4,76.4,54,"Ven","Mag",11,"2018",11,3,0
2018-05-11 03:15:00,"2018-05-11","03:15:00",3.25,5,"N","F23",132,3.6,2.4,38.4,6,15.6,8.8,0.8,75.6,56.4,"Ven","Mag",11,"2018",11,3,15
2018-05-11 03:30:00,"2018-05-11","03:30:00",3.5,5,"N","F23",135.6,3.6,2.4,36.4,6,19.6,8.8,0.4,77.2,58.4,"Ven","Mag",11,"2018",11,3,30
2018-05-11 03:45:00,"2018-05-11","03:45:00",3.75,5,"N","F23",136.8,4,2.4,38.4,6.4,18,8.8,0.4,78.4,58.4,"Ven","Mag",11,"2018",11,3,45
2018-05-11 04:00:00,"2018-05-11","04:00:00",4,5,"N","F23",129.2,4,2.4,37.6,5.6,16.4,8.8,0.4,75.2,54,"Ven","Mag",11,"2018",11,4,0
2018-05-11 04:15:00,"2018-05-11","04:15:00",4.25,5,"N","F23",126.8,3.6,2.4,37.2,6.4,16.8,8.8,0.4,75.6,51.2,"Ven","Mag",11,"2018",11,4,15
2018-05-11 04:30:00,"2018-05-11","04:30:00",4.5,5,"N","F23",126.4,4,2.4,36,6.4,16.4,9.6,0.4,75.2,51.2,"Ven","Mag",11,"2018",11,4,30
2018-05-11 04:45:00,"2018-05-11","04:45:00",4.75,5,"N","F23",139.2,4,2.4,38.8,8.4,18,8.4,0.4,80.4,58.8,"Ven","Mag",11,"2018",11,4,45
2018-05-11 05:00:00,"2018-05-11","05:00:00",5,5,"N","F23",136,3.6,2.4,36.8,9.2,18.8,9.2,0.4,80.4,55.6,"Ven","Mag",11,"2018",11,5,0
2018-05-11 05:15:00,"2018-05-11","05:15:00",5.25,5,"N","F23",138.8,4,2.4,36,8,17.6,8.8,0.4,77.2,61.6,"Ven","Mag",11,"2018",11,5,15
2018-05-11 05:30:00,"2018-05-11","05:30:00",5.5,5,"N","F23",142,3.6,2.4,38.4,8,16.8,8.4,0.4,78,64,"Ven","Mag",11,"2018",11,5,30
2018-05-11 05:45:00,"2018-05-11","05:45:00",5.75,5,"N","F23",152.4,4,2.8,36.8,9.6,18.8,9.6,0.4,82,70.4,"Ven","Mag",11,"2018",11,5,45
2018-05-11 06:00:00,"2018-05-11","06:00:00",6,5,"N","F23",152,3.6,2,36.4,8.8,18.4,9.2,0.4,78.8,73.2,"Ven","Mag",11,"2018",11,6,0
2018-05-11 06:15:00,"2018-05-11","06:15:00",6.25,5,"N","F23",183.6,4,3.6,37.6,8.8,27.2,8.8,0.4,90.4,93.2,"Ven","Mag",11,"2018",11,6,15
2018-05-11 06:30:00,"2018-05-11","06:30:00",6.5,5,"N","F23",276.8,4.4,4.4,36.4,11.2,98.8,9.2,0.4,164.8,112,"Ven","Mag",11,"2018",11,6,30
2018-05-11 06:45:00,"2018-05-11","06:45:00",6.75,5,"N","F23",306,4.4,12,37.2,17.2,118,8.8,0.4,198,108,"Ven","Mag",11,"2018",11,6,45
2018-05-11 07:00:00,"2018-05-11","07:00:00",7,5,"N","F23",320,5.2,19.2,37.2,20.4,110.4,9.6,0.8,202.8,117.2,"Ven","Mag",11,"2018",11,7,0
2018-05-11 07:15:00,"2018-05-11","07:15:00",7.25,5,"N","F23",345.2,4.8,20.8,36.4,18.4,101.6,8.8,1.2,192,153.2,"Ven","Mag",11,"2018",11,7,15
2018-05-11 07:30:00,"2018-05-11","07:30:00",7.5,5,"N","F23",381.6,4.8,22.4,38,13.6,122.8,8.8,2,212.4,169.2,"Ven","Mag",11,"2018",11,7,30
2018-05-11 07:45:00,"2018-05-11","07:45:00",7.75,5,"N","F23",418.4,4.8,23.6,36.8,17.2,142.4,9.6,2,236.4,182,"Ven","Mag",11,"2018",11,7,45
2018-05-11 08:00:00,"2018-05-11","08:00:00",8,5,"N","F1",459.6,4.8,24.4,36.8,16,180.8,10,2,274.8,184.8,"Ven","Mag",11,"2018",11,8,0
2018-05-11 08:15:00,"2018-05-11","08:15:00",8.25,5,"N","F1",488,5.2,23.6,38,15.2,195.6,10,6.8,294.4,193.6,"Ven","Mag",11,"2018",11,8,15
2018-05-11 08:30:00,"2018-05-11","08:30:00",8.5,5,"N","F1",523.2,4.8,24,36.8,27.6,196,10.8,9.6,309.6,213.6,"Ven","Mag",11,"2018",11,8,30
2018-05-11 08:45:00,"2018-05-11","08:45:00",8.75,5,"N","F1",534,5.2,24.4,39.2,28.4,187.6,12,11.2,308,226,"Ven","Mag",11,"2018",11,8,45
2018-05-11 09:00:00,"2018-05-11","09:00:00",9,5,"N","F1",528.4,5.2,23.2,38,23.6,179.6,12.8,10.4,292.8,235.6,"Ven","Mag",11,"2018",11,9,0
2018-05-11 09:15:00,"2018-05-11","09:15:00",9.25,5,"N","F1",501.2,5.2,34.8,37.2,19.6,140.8,13.2,9.6,260.4,240.8,"Ven","Mag",11,"2018",11,9,15
2018-05-11 09:30:00,"2018-05-11","09:30:00",9.5,5,"N","F1",563.2,6,80,39.6,20.8,150.8,14.8,10,322,241.2,"Ven","Mag",11,"2018",11,9,30
2018-05-11 09:45:00,"2018-05-11","09:45:00",9.75,5,"N","F1",563.6,6,105.2,36,20.8,138.8,14.8,10,331.6,232,"Ven","Mag",11,"2018",11,9,45
2018-05-11 10:00:00,"2018-05-11","10:00:00",10,5,"N","F1",633.6,6.4,113.6,40.4,27.6,175.6,16,10,389.6,244,"Ven","Mag",11,"2018",11,10,0
2018-05-11 10:15:00,"2018-05-11","10:15:00",10.25,5,"N","F1",592,6,88.8,40.8,26,154,16,10,341.6,250.4,"Ven","Mag",11,"2018",11,10,15
2018-05-11 10:30:00,"2018-05-11","10:30:00",10.5,5,"N","F1",550,6,60.4,38.8,31.6,135.2,16,10,298,252,"Ven","Mag",11,"2018",11,10,30
2018-05-11 10:45:00,"2018-05-11","10:45:00",10.75,5,"N","F1",564.8,6.4,52.8,37.6,29.2,153.6,15.2,10.4,305.2,259.6,"Ven","Mag",11,"2018",11,10,45
2018-05-11 11:00:00,"2018-05-11","11:00:00",11,5,"N","F1",553.6,6.4,33.6,42.4,22.8,161.2,16.4,9.6,292.4,261.2,"Ven","Mag",11,"2018",11,11,0
2018-05-11 11:15:00,"2018-05-11","11:15:00",11.25,5,"N","F1",538,6.8,47.2,38.4,24.4,148.4,15.6,9.6,290.4,247.6,"Ven","Mag",11,"2018",11,11,15
2018-05-11 11:30:00,"2018-05-11","11:30:00",11.5,5,"N","F1",610.4,7.2,56.4,40.8,23.2,185.2,16,10.8,339.6,270.8,"Ven","Mag",11,"2018",11,11,30
2018-05-11 11:45:00,"2018-05-11","11:45:00",11.75,5,"N","F1",580.8,6.8,50.8,36.4,24.4,167.2,16,10.4,312,268.8,"Ven","Mag",11,"2018",11,11,45
2018-05-11 12:00:00,"2018-05-11","12:00:00",12,5,"N","F1",588.4,7.2,43.6,42.4,25.2,166.4,16,9.6,310.4,278,"Ven","Mag",11,"2018",11,12,0
2018-05-11 12:15:00,"2018-05-11","12:15:00",12.25,5,"N","F1",581.2,6.8,35.2,39.6,24,176.4,16.4,11.6,310,271.2,"Ven","Mag",11,"2018",11,12,15
2018-05-11 12:30:00,"2018-05-11","12:30:00",12.5,5,"N","F1",575.2,7.6,54.8,38.8,19.2,172.8,16,10.8,320,255.2,"Ven","Mag",11,"2018",11,12,30
2018-05-11 12:45:00,"2018-05-11","12:45:00",12.75,5,"N","F1",616.4,7.2,85.2,40,22.8,167.6,16,11.2,350,266.4,"Ven","Mag",11,"2018",11,12,45
2018-05-11 13:00:00,"2018-05-11","13:00:00",13,5,"N","F1",589.2,7.2,43.2,39.2,27.6,174.4,16.8,11.6,320,269.2,"Ven","Mag",11,"2018",11,13,0
2018-05-11 13:15:00,"2018-05-11","13:15:00",13.25,5,"N","F1",562,6.8,30.8,36.8,31.6,166.8,15.6,10.4,298.8,263.2,"Ven","Mag",11,"2018",11,13,15
2018-05-11 13:30:00,"2018-05-11","13:30:00",13.5,5,"N","F1",602,7.2,45.2,42,27.6,188.8,15.6,10.8,337.2,264.8,"Ven","Mag",11,"2018",11,13,30
2018-05-11 13:45:00,"2018-05-11","13:45:00",13.75,5,"N","F1",576.4,6,43.2,39.6,26,170.8,16,10.4,312,264.4,"Ven","Mag",11,"2018",11,13,45
2018-05-11 14:00:00,"2018-05-11","14:00:00",14,5,"N","F1",569.2,6.4,51.6,39.2,26.4,165.6,15.6,10,314.8,254.4,"Ven","Mag",11,"2018",11,14,0
2018-05-11 14:15:00,"2018-05-11","14:15:00",14.25,5,"N","F1",557.2,6,44.4,37.6,21.6,161.2,16,10.4,297.2,260,"Ven","Mag",11,"2018",11,14,15
2018-05-11 14:30:00,"2018-05-11","14:30:00",14.5,5,"N","F1",565.2,6.4,44.4,42.4,21.2,163.2,16.4,10.8,304.8,260.4,"Ven","Mag",11,"2018",11,14,30
2018-05-11 14:45:00,"2018-05-11","14:45:00",14.75,5,"N","F1",549.6,6,45.2,38.4,20.4,154,15.6,10,289.6,260,"Ven","Mag",11,"2018",11,14,45
2018-05-11 15:00:00,"2018-05-11","15:00:00",15,5,"N","F1",567.2,6.4,49.6,40.8,19.6,157.6,14.8,9.6,298.4,268.8,"Ven","Mag",11,"2018",11,15,0
2018-05-11 15:15:00,"2018-05-11","15:15:00",15.25,5,"N","F1",508,6.4,52.4,38,16,106,16,9.6,244.4,263.6,"Ven","Mag",11,"2018",11,15,15
2018-05-11 15:30:00,"2018-05-11","15:30:00",15.5,5,"N","F1",503.2,7.2,45.2,40.8,19.2,109.6,16.4,9.2,247.6,255.6,"Ven","Mag",11,"2018",11,15,30
2018-05-11 15:45:00,"2018-05-11","15:45:00",15.75,5,"N","F1",480.8,7.2,44,38.4,17.2,86.4,16,10.8,220,260.8,"Ven","Mag",11,"2018",11,15,45
2018-05-11 16:00:00,"2018-05-11","16:00:00",16,5,"N","F1",468,7.2,44.4,41.2,16.4,70.4,16,12,207.6,260.4,"Ven","Mag",11,"2018",11,16,0
2018-05-11 16:15:00,"2018-05-11","16:15:00",16.25,5,"N","F1",457.2,6,49.2,39.2,17.6,65.6,14.4,10.8,202.8,254.4,"Ven","Mag",11,"2018",11,16,15
2018-05-11 16:30:00,"2018-05-11","16:30:00",16.5,5,"N","F1",448.8,6.8,66.4,39.6,15.2,34.4,15.6,9.6,187.6,261.2,"Ven","Mag",11,"2018",11,16,30
2018-05-11 16:45:00,"2018-05-11","16:45:00",16.75,5,"N","F1",439.6,6.4,63.6,40.4,16.8,32.8,14.4,10.8,185.2,254.4,"Ven","Mag",11,"2018",11,16,45
2018-05-11 17:00:00,"2018-05-11","17:00:00",17,5,"N","F1",413.6,6.4,59.6,38.4,16,27.6,14,9.6,171.6,242,"Ven","Mag",11,"2018",11,17,0
2018-05-11 17:15:00,"2018-05-11","17:15:00",17.25,5,"N","F1",398,6.8,46.8,40.4,12.8,24,14.4,9.6,154.8,243.2,"Ven","Mag",11,"2018",11,17,15
2018-05-11 17:30:00,"2018-05-11","17:30:00",17.5,5,"N","F1",410,6.4,55.2,39.6,14.8,24.4,14.4,9.2,164,246,"Ven","Mag",11,"2018",11,17,30
2018-05-11 17:45:00,"2018-05-11","17:45:00",17.75,5,"N","F1",388,4.4,54,39.2,14,22.4,13.2,11.6,158.8,229.2,"Ven","Mag",11,"2018",11,17,45
2018-05-11 18:00:00,"2018-05-11","18:00:00",18,5,"N","F1",384,4.8,53.2,38.8,9.6,20,13.2,10.8,150.4,233.6,"Ven","Mag",11,"2018",11,18,0
2018-05-11 18:15:00,"2018-05-11","18:15:00",18.25,5,"N","F1",376,4.8,49.2,39.6,8.4,22.4,12.4,10,146.8,229.2,"Ven","Mag",11,"2018",11,18,15
2018-05-11 18:30:00,"2018-05-11","18:30:00",18.5,5,"N","F1",361.6,4.4,49.2,40,6.4,20.4,12,9.6,142,219.6,"Ven","Mag",11,"2018",11,18,30
2018-05-11 18:45:00,"2018-05-11","18:45:00",18.75,5,"N","F1",349.6,4.8,44.8,38.8,7.6,23.2,12,3.2,134.4,215.2,"Ven","Mag",11,"2018",11,18,45
2018-05-11 19:00:00,"2018-05-11","19:00:00",19,5,"N","F23",335.2,4.4,39.6,39.6,6.4,21.2,11.2,2,124.4,210.8,"Ven","Mag",11,"2018",11,19,0
2018-05-11 19:15:00,"2018-05-11","19:15:00",19.25,5,"N","F23",305.2,5.2,37.2,38,6.4,21.6,10.8,1.2,120.4,184.8,"Ven","Mag",11,"2018",11,19,15
2018-05-11 19:30:00,"2018-05-11","19:30:00",19.5,5,"N","F23",263.6,5.2,26,41.2,7.2,23.2,10.8,0.4,114,149.6,"Ven","Mag",11,"2018",11,19,30
2018-05-11 19:45:00,"2018-05-11","19:45:00",19.75,5,"N","F23",241.6,4.4,19.2,38.8,6,19.2,10.4,0.4,98.4,143.2,"Ven","Mag",11,"2018",11,19,45
2018-05-11 20:00:00,"2018-05-11","20:00:00",20,5,"N","F23",231.2,4.8,20,37.6,6,18.4,10.8,0.4,98,133.2,"Ven","Mag",11,"2018",11,20,0
2018-05-11 20:15:00,"2018-05-11","20:15:00",20.25,5,"N","F23",206,4.8,13.6,40.8,6.8,24,9.6,0.4,100,106,"Ven","Mag",11,"2018",11,20,15
2018-05-11 20:30:00,"2018-05-11","20:30:00",20.5,5,"N","F23",188.4,4.4,2.4,39.6,5.2,22.8,10.8,0.4,85.6,102.8,"Ven","Mag",11,"2018",11,20,30
2018-05-11 20:45:00,"2018-05-11","20:45:00",20.75,5,"N","F23",192,4.8,2.4,38.8,6,22.8,11.2,0,86,106,"Ven","Mag",11,"2018",11,20,45
2018-05-11 21:00:00,"2018-05-11","21:00:00",21,5,"N","F23",190.4,4.4,2.4,38,5.6,20.4,11.2,0.4,82.4,108,"Ven","Mag",11,"2018",11,21,0
2018-05-11 21:15:00,"2018-05-11","21:15:00",21.25,5,"N","F23",178,4,2.4,40.8,5.6,20,10,0.8,83.6,94.4,"Ven","Mag",11,"2018",11,21,15
2018-05-11 21:30:00,"2018-05-11","21:30:00",21.5,5,"N","F23",167.6,4,2.4,39.6,6.8,20,10.4,0.4,83.6,84,"Ven","Mag",11,"2018",11,21,30
2018-05-11 21:45:00,"2018-05-11","21:45:00",21.75,5,"N","F23",167.2,4,2.8,39.2,4.8,22,10,0.4,83.2,84,"Ven","Mag",11,"2018",11,21,45
2018-05-11 22:00:00,"2018-05-11","22:00:00",22,5,"N","F23",157.6,4,2,36.8,6,19.2,10,0,78,79.6,"Ven","Mag",11,"2018",11,22,0
2018-05-11 22:15:00,"2018-05-11","22:15:00",22.25,5,"N","F23",164.8,4.4,2.8,41.2,5.6,21.2,9.6,0.4,85.2,79.6,"Ven","Mag",11,"2018",11,22,15
2018-05-11 22:30:00,"2018-05-11","22:30:00",22.5,5,"N","F23",159.2,4,2.4,39.6,5.2,19.2,10,0.4,80.8,78.4,"Ven","Mag",11,"2018",11,22,30
2018-05-11 22:45:00,"2018-05-11","22:45:00",22.75,5,"N","F23",152.8,4,2.4,38.4,5.6,18.4,9.6,0.4,78.8,74,"Ven","Mag",11,"2018",11,22,45
2018-05-11 23:00:00,"2018-05-11","23:00:00",23,5,"N","F23",156.8,4.4,2.4,39.2,5.6,20,10.4,0,82,74.8,"Ven","Mag",11,"2018",11,23,0
2018-05-11 23:15:00,"2018-05-11","23:15:00",23.25,5,"N","F23",154,4,2.4,38,5.6,22.8,9.6,0.4,82.8,71.2,"Ven","Mag",11,"2018",11,23,15
2018-05-11 23:30:00,"2018-05-11","23:30:00",23.5,5,"N","F23",142.8,4,2.4,38,5.2,18.4,8.8,0.8,77.6,65.2,"Ven","Mag",11,"2018",11,23,30
2018-05-11 23:45:00,"2018-05-11","23:45:00",23.75,5,"N","F23",147.2,4,2.4,40,5.6,17.2,9.6,0.4,79.2,68,"Ven","Mag",11,"2018",11,23,45
2018-05-12 00:00:00,"2018-05-12","00:00:00",0,6,"N","F23",147.6,4,2.4,40,6,20.4,9.6,0,82.4,65.2,"Sab","Mag",12,"2018",12,0,0
2018-05-12 00:15:00,"2018-05-12","00:15:00",0.25,6,"N","F23",142.4,4,2.4,38.4,5.6,19.2,8.8,0.4,78.8,63.6,"Sab","Mag",12,"2018",12,0,15
2018-05-12 00:30:00,"2018-05-12","00:30:00",0.5,6,"N","F23",147.6,4,2.4,39.6,5.2,22,8.8,0.4,82.4,65.2,"Sab","Mag",12,"2018",12,0,30
2018-05-12 00:45:00,"2018-05-12","00:45:00",0.75,6,"N","F23",141.2,4,2.4,38.8,6,18.8,8.8,0.4,79.2,62,"Sab","Mag",12,"2018",12,0,45
2018-05-12 01:00:00,"2018-05-12","01:00:00",1,6,"N","F23",136,4,2.4,38,4.8,20,8.4,0,77.6,58.4,"Sab","Mag",12,"2018",12,1,0
2018-05-12 01:15:00,"2018-05-12","01:15:00",1.25,6,"N","F23",141.2,4,2.4,37.6,5.2,19.2,9.2,0.4,78,63.2,"Sab","Mag",12,"2018",12,1,15
2018-05-12 01:30:00,"2018-05-12","01:30:00",1.5,6,"N","F23",147.6,4,2.4,39.2,5.6,20,8.8,0.8,80.8,66.8,"Sab","Mag",12,"2018",12,1,30
2018-05-12 01:45:00,"2018-05-12","01:45:00",1.75,6,"N","F23",141.2,4,2,36,4.8,21.6,8.4,0.4,77.2,64,"Sab","Mag",12,"2018",12,1,45
2018-05-12 02:00:00,"2018-05-12","02:00:00",2,6,"N","F23",150.4,3.6,2.8,39.2,5.6,20,9.2,0,80.4,70,"Sab","Mag",12,"2018",12,2,0
2018-05-12 02:15:00,"2018-05-12","02:15:00",2.25,6,"N","F23",139.2,4,2,38,5.2,16.4,8.8,0.4,74.8,64.4,"Sab","Mag",12,"2018",12,2,15
2018-05-12 02:30:00,"2018-05-12","02:30:00",2.5,6,"N","F23",149.6,4,2.4,39.2,5.6,20,8.4,0.4,80,69.6,"Sab","Mag",12,"2018",12,2,30
2018-05-12 02:45:00,"2018-05-12","02:45:00",2.75,6,"N","F23",144.4,4.4,2.8,38.8,5.6,17.6,8.8,0.4,78.4,66,"Sab","Mag",12,"2018",12,2,45
2018-05-12 03:00:00,"2018-05-12","03:00:00",3,6,"N","F23",140.8,3.6,2,38,4.8,18.8,9.2,0,76.4,64.4,"Sab","Mag",12,"2018",12,3,0
2018-05-12 03:15:00,"2018-05-12","03:15:00",3.25,6,"N","F23",137.6,4,2.4,36.8,5.6,17.6,8.4,0.4,75.2,62.4,"Sab","Mag",12,"2018",12,3,15
2018-05-12 03:30:00,"2018-05-12","03:30:00",3.5,6,"N","F23",135.6,4,2.8,39.2,6,16.4,8.8,0.8,78,57.6,"Sab","Mag",12,"2018",12,3,30
2018-05-12 03:45:00,"2018-05-12","03:45:00",3.75,6,"N","F23",136.4,4,2,37.6,4.8,17.6,8.4,0.4,74.8,61.6,"Sab","Mag",12,"2018",12,3,45
2018-05-12 04:00:00,"2018-05-12","04:00:00",4,6,"N","F23",133.2,4,2.8,36.8,6,16.8,8.8,0,75.2,58,"Sab","Mag",12,"2018",12,4,0
2018-05-12 04:15:00,"2018-05-12","04:15:00",4.25,6,"N","F23",135.6,4.4,4.4,37.6,5.2,19.6,8.8,0.4,80.4,55.2,"Sab","Mag",12,"2018",12,4,15
2018-05-12 04:30:00,"2018-05-12","04:30:00",4.5,6,"N","F23",144,3.6,5.2,37.6,5.2,20.4,8.4,0.4,80.8,63.2,"Sab","Mag",12,"2018",12,4,30
